국적,목적,연도,월,분기,계절,입국자수
베트남,공용,2016,12,4,겨울,1539
베트남,기타,2016,12,4,겨울,1674
태국,관광,2016,12,4,겨울,3256
태국,상용,2016,12,4,겨울,2498
태국,공용,2016,12,4,겨울,1593
태국,기타,2016,12,4,겨울,1665
중국,관광,2017,1,1,봄,7646
중국,상용,2017,1,1,봄,5772
중국,공용,2017,1,1,봄,3952
중국,기타,2017,1,1,봄,3730
일본,관광,2017,1,1,봄,5155
일본,상용,2017,1,1,봄,3833
일본,공용,2017,1,1,봄,2509
일본,기타,2017,1,1,봄,2710
미국,관광,2017,1,1,봄,3839
미국,상용,2017,1,1,봄,2889
미국,공용,2017,1,1,봄,1867
미국,기타,2017,1,1,봄,1899
베트남,관광,2017,1,1,봄,2572
베트남,상용,2017,1,1,봄,1955
베트남,공용,2017,1,1,봄,1266
베트남,기타,2017,1,1,봄,1251
태국,관광,2017,1,1,봄,2508
태국,상용,2017,1,1,봄,1869
태국,공용,2017,1,1,봄,1301
태국,기타,2017,1,1,봄,1268
중국,관광,2017,2,1,봄,8176
중국,상용,2017,2,1,봄,5984
중국,공용,2017,2,1,봄,3968
중국,기타,2017,2,1,봄,4190
일본,관광,2017,2,1,봄,5412
일본,상용,2017,2,1,봄,4168
일본,공용,2017,2,1,봄,2758
일본,기타,2017,2,1,봄,2746
미국,관광,2017,2,1,봄,4075
미국,상용,2017,2,1,봄,3005
미국,공용,2017,2,1,봄,2034
미국,기타,2017,2,1,봄,2025
베트남,관광,2017,2,1,봄,2759
베트남,상용,2017,2,1,봄,1978
베트남,공용,2017,2,1,봄,1424
베트남,기타,2017,2,1,봄,1363
태국,관광,2017,2,1,봄,2700
태국,상용,2017,2,1,봄,2043
태국,공용,2017,2,1,봄,1312
태국,기타,2017,2,1,봄,1432
중국,관광,2017,3,1,봄,10210
중국,상용,2017,3,1,봄,7493
중국,공용,2017,3,1,봄,4933
중국,기타,2017,3,1,봄,4972
일본,관광,2017,3,1,봄,6720
일본,상용,2017,3,1,봄,4940
일본,공용,2017,3,1,봄,3358
일본,기타,2017,3,1,봄,3420
미국,관광,2017,3,1,봄,5110
미국,상용,2017,3,1,봄,3790
미국,공용,2017,3,1,봄,2507
미국,기타,2017,3,1,봄,2544
베트남,관광,2017,3,1,봄,3383
베트남,상용,2017,3,1,봄,2599
베트남,공용,2017,3,1,봄,1612
베트남,기타,2017,3,1,봄,1712
태국,관광,2017,3,1,봄,3359
태국,상용,2017,3,1,봄,2485
태국,공용,2017,3,1,봄,1742
태국,기타,2017,3,1,봄,1702
중국,관광,2017,4,2,여름,10393
중국,상용,2017,4,2,여름,7873
중국,공용,2017,4,2,여름,5222
중국,기타,2017,4,2,여름,5225
일본,관광,2017,4,2,여름,6934
일본,상용,2017,4,2,여름,5295
일본,공용,2017,4,2,여름,3494
일본,기타,2017,4,2,여름,3607
미국,관광,2017,4,2,여름,5244
미국,상용,2017,4,2,여름,3886
미국,공용,2017,4,2,여름,2617
미국,기타,2017,4,2,여름,2600
베트남,관광,2017,4,2,여름,3444
베트남,상용,2017,4,2,여름,2660
베트남,공용,2017,4,2,여름,1766
베트남,기타,2017,4,2,여름,1779
태국,관광,2017,4,2,여름,3595
태국,상용,2017,4,2,여름,2669
태국,공용,2017,4,2,여름,1745
태국,기타,2017,4,2,여름,1765
중국,관광,2017,5,2,여름,9689
중국,상용,2017,5,2,여름,7244
중국,공용,2017,5,2,여름,4812
중국,기타,2017,5,2,여름,4833
일본,관광,2017,5,2,여름,6479
일본,상용,2017,5,2,여름,4814
일본,공용,2017,5,2,여름,3180
일본,기타,2017,5,2,여름,3193
미국,관광,2017,5,2,여름,4929
미국,상용,2017,5,2,여름,3628
미국,공용,2017,5,2,여름,2325
미국,기타,2017,5,2,여름,2430
베트남,관광,2017,5,2,여름,3269
베트남,상용,2017,5,2,여름,2321
베트남,공용,2017,5,2,여름,1567
베트남,기타,2017,5,2,여름,1634
태국,관광,2017,5,2,여름,3260
태국,상용,2017,5,2,여름,2413
태국,공용,2017,5,2,여름,1581
태국,기타,2017,5,2,여름,1595
중국,관광,2017,6,2,여름,9303
중국,상용,2017,6,2,여름,6747
중국,공용,2017,6,2,여름,4703
중국,기타,2017,6,2,여름,4487
일본,관광,2017,6,2,여름,6095
일본,상용,2017,6,2,여름,4595
일본,공용,2017,6,2,여름,3005
일본,기타,2017,6,2,여름,3008
미국,관광,2017,6,2,여름,4635
미국,상용,2017,6,2,여름,3382
미국,공용,2017,6,2,여름,2227
미국,기타,2017,6,2,여름,2324
베트남,관광,2017,6,2,여름,3115
베트남,상용,2017,6,2,여름,2212
베트남,공용,2017,6,2,여름,1535
베트남,기타,2017,6,2,여름,1512
태국,관광,2017,6,2,여름,3079
태국,상용,2017,6,2,여름,2260
태국,공용,2017,6,2,여름,1520
태국,기타,2017,6,2,여름,1547
중국,관광,2017,7,3,가을,9797
중국,상용,2017,7,3,가을,7300
중국,공용,2017,7,3,가을,4874
중국,기타,2017,7,3,가을,4780
일본,관광,2017,7,3,가을,6393
일본,상용,2017,7,3,가을,4985
일본,공용,2017,7,3,가을,3113
일본,기타,2017,7,3,가을,3082
미국,관광,2017,7,3,가을,4739
미국,상용,2017,7,3,가을,3589
미국,공용,2017,7,3,가을,2435
미국,기타,2017,7,3,가을,2376
베트남,관광,2017,7,3,가을,3248
베트남,상용,2017,7,3,가을,2397
베트남,공용,2017,7,3,가을,1649
베트남,기타,2017,7,3,가을,1598
태국,관광,2017,7,3,가을,3150
태국,상용,2017,7,3,가을,2353
태국,공용,2017,7,3,가을,1621
태국,기타,2017,7,3,가을,1675
중국,관광,2017,8,3,가을,11043
중국,상용,2017,8,3,가을,8421
중국,공용,2017,8,3,가을,5491
중국,기타,2017,8,3,가을,5643
일본,관광,2017,8,3,가을,7244
일본,상용,2017,8,3,가을,5639
일본,공용,2017,8,3,가을,3665
일본,기타,2017,8,3,가을,3697
미국,관광,2017,8,3,가을,5638
미국,상용,2017,8,3,가을,4164
미국,공용,2017,8,3,가을,2844
미국,기타,2017,8,3,가을,2664
베트남,관광,2017,8,3,가을,3832
베트남,상용,2017,8,3,가을,2765
베트남,공용,2017,8,3,가을,1827
베트남,기타,2017,8,3,가을,1849
태국,관광,2017,8,3,가을,3680
태국,상용,2017,8,3,가을,2778
태국,공용,2017,8,3,가을,1892
태국,기타,2017,8,3,가을,1798
중국,관광,2017,9,3,가을,10163
중국,상용,2017,9,3,가을,7631
중국,공용,2017,9,3,가을,5003
중국,기타,2017,9,3,가을,4974
일본,관광,2017,9,3,가을,6623
일본,상용,2017,9,3,가을,5032
일본,공용,2017,9,3,가을,3468
일본,기타,2017,9,3,가을,3359
미국,관광,2017,9,3,가을,5109
미국,상용,2017,9,3,가을,3747
미국,공용,2017,9,3,가을,2478
미국,기타,2017,9,3,가을,2484
베트남,관광,2017,9,3,가을,3312
베트남,상용,2017,9,3,가을,2580
베트남,공용,2017,9,3,가을,1670
베트남,기타,2017,9,3,가을,1641
태국,관광,2017,9,3,가을,3324
태국,상용,2017,9,3,가을,2503
태국,공용,2017,9,3,가을,1694
태국,기타,2017,9,3,가을,1759
중국,관광,2017,10,4,겨울,11423
중국,상용,2017,10,4,겨울,8671
중국,공용,2017,10,4,겨울,5739
중국,기타,2017,10,4,겨울,5804
일본,관광,2017,10,4,겨울,7634
일본,상용,2017,10,4,겨울,5744
일본,공용,2017,10,4,겨울,3976
일본,기타,2017,10,4,겨울,3807
미국,관광,2017,10,4,겨울,5759
미국,상용,2017,10,4,겨울,4386
미국,공용,2017,10,4,겨울,2907
미국,기타,2017,10,4,겨울,2890
베트남,관광,2017,10,4,겨울,3762
베트남,상용,2017,10,4,겨울,2954
베트남,공용,2017,10,4,겨울,1954
베트남,기타,2017,10,4,겨울,1913
태국,관광,2017,10,4,겨울,3904
태국,상용,2017,10,4,겨울,2886
태국,공용,2017,10,4,겨울,1924
태국,기타,2017,10,4,겨울,2024
중국,관광,2017,11,4,겨울,9541
중국,상용,2017,11,4,겨울,7297
중국,공용,2017,11,4,겨울,4832
중국,기타,2017,11,4,겨울,4734
일본,관광,2017,11,4,겨울,6238
일본,상용,2017,11,4,겨울,4809
일본,공용,2017,11,4,겨울,3243
일본,기타,2017,11,4,겨울,3247
미국,관광,2017,11,4,겨울,4732
미국,상용,2017,11,4,겨울,3716
미국,공용,2017,11,4,겨울,2456
미국,기타,2017,11,4,겨울,2390
베트남,관광,2017,11,4,겨울,3135
베트남,상용,2017,11,4,겨울,2507
베트남,공용,2017,11,4,겨울,1568
베트남,기타,2017,11,4,겨울,1673
태국,관광,2017,11,4,겨울,3228
태국,상용,2017,11,4,겨울,2378
태국,공용,2017,11,4,겨울,1494
태국,기타,2017,11,4,겨울,1643
중국,관광,2017,12,4,겨울,10037
중국,상용,2017,12,4,겨울,7568
중국,공용,2017,12,4,겨울,4984
중국,기타,2017,12,4,겨울,4986
일본,관광,2017,12,4,겨울,6666
일본,상용,2017,12,4,겨울,5041
일본,공용,2017,12,4,겨울,3314
일본,기타,2017,12,4,겨울,3336
미국,관광,2017,12,4,겨울,5050
미국,상용,2017,12,4,겨울,3798
미국,공용,2017,12,4,겨울,2503
미국,기타,2017,12,4,겨울,2544
베트남,관광,2017,12,4,겨울,3374
베트남,상용,2017,12,4,겨울,2512
베트남,공용,2017,12,4,겨울,1651
베트남,기타,2017,12,4,겨울,1684
태국,관광,2017,12,4,겨울,3411
태국,상용,2017,12,4,겨울,2541
태국,공용,2017,12,4,겨울,1758
태국,기타,2017,12,4,겨울,1708
중국,관광,2018,1,1,봄,7837
중국,상용,2018,1,1,봄,6044
중국,공용,2018,1,1,봄,4077
중국,기타,2018,1,1,봄,3958
일본,관광,2018,1,1,봄,5350
일본,상용,2018,1,1,봄,4055
일본,공용,2018,1,1,봄,2748
일본,기타,2018,1,1,봄,2667
미국,관광,2018,1,1,봄,3879
미국,상용,2018,1,1,봄,2907
미국,공용,2018,1,1,봄,1963
미국,기타,2018,1,1,봄,1996
베트남,관광,2018,1,1,봄,2640
베트남,상용,2018,1,1,봄,1989
베트남,공용,2018,1,1,봄,1326
베트남,기타,2018,1,1,봄,1302
태국,관광,2018,1,1,봄,2630
태국,상용,2018,1,1,봄,1999
태국,공용,2018,1,1,봄,1336
태국,기타,2018,1,1,봄,1300
중국,관광,2018,2,1,봄,8268
중국,상용,2018,2,1,봄,6355
중국,공용,2018,2,1,봄,4181
중국,기타,2018,2,1,봄,4279
일본,관광,2018,2,1,봄,5549
일본,상용,2018,2,1,봄,4161
일본,공용,2018,2,1,봄,2878
일본,기타,2018,2,1,봄,2840
미국,관광,2018,2,1,봄,4190
미국,상용,2018,2,1,봄,3158
미국,공용,2018,2,1,봄,2148
미국,기타,2018,2,1,봄,2130
베트남,관광,2018,2,1,봄,2889
베트남,상용,2018,2,1,봄,2108
베트남,공용,2018,2,1,봄,1393
베트남,기타,2018,2,1,봄,1333
태국,관광,2018,2,1,봄,2778
태국,상용,2018,2,1,봄,2074
태국,공용,2018,2,1,봄,1421
태국,기타,2018,2,1,봄,1401
중국,관광,2018,3,1,봄,10525
중국,상용,2018,3,1,봄,7840
중국,공용,2018,3,1,봄,5353
중국,기타,2018,3,1,봄,5259
일본,관광,2018,3,1,봄,7089
일본,상용,2018,3,1,봄,5253
일본,공용,2018,3,1,봄,3455
일본,기타,2018,3,1,봄,3514
미국,관광,2018,3,1,봄,5148
미국,상용,2018,3,1,봄,3901
미국,공용,2018,3,1,봄,2571
미국,기타,2018,3,1,봄,2634
베트남,관광,2018,3,1,봄,3487
베트남,상용,2018,3,1,봄,2631
베트남,공용,2018,3,1,봄,1784
베트남,기타,2018,3,1,봄,1703
태국,관광,2018,3,1,봄,3462
태국,상용,2018,3,1,봄,2581
태국,공용,2018,3,1,봄,1668
태국,기타,2018,3,1,봄,1695
중국,관광,2018,4,2,여름,10804
중국,상용,2018,4,2,여름,8246
중국,공용,2018,4,2,여름,5383
중국,기타,2018,4,2,여름,5464
일본,관광,2018,4,2,여름,7260
일본,상용,2018,4,2,여름,5457
일본,공용,2018,4,2,여름,3631
일본,기타,2018,4,2,여름,3690
미국,관광,2018,4,2,여름,5350
미국,상용,2018,4,2,여름,4060
미국,공용,2018,4,2,여름,2725
미국,기타,2018,4,2,여름,2823
베트남,관광,2018,4,2,여름,3585
베트남,상용,2018,4,2,여름,2705
베트남,공용,2018,4,2,여름,1810
베트남,기타,2018,4,2,여름,1785
태국,관광,2018,4,2,여름,3558
태국,상용,2018,4,2,여름,2732
태국,공용,2018,4,2,여름,1907
태국,기타,2018,4,2,여름,1760
중국,관광,2018,5,2,여름,10047
중국,상용,2018,5,2,여름,7531
중국,공용,2018,5,2,여름,5105
중국,기타,2018,5,2,여름,4782
일본,관광,2018,5,2,여름,6562
일본,상용,2018,5,2,여름,4973
일본,공용,2018,5,2,여름,3327
일본,기타,2018,5,2,여름,3359
미국,관광,2018,5,2,여름,4854
미국,상용,2018,5,2,여름,3673
미국,공용,2018,5,2,여름,2499
미국,기타,2018,5,2,여름,2419
베트남,관광,2018,5,2,여름,3369
베트남,상용,2018,5,2,여름,2440
베트남,공용,2018,5,2,여름,1629
베트남,기타,2018,5,2,여름,1559
태국,관광,2018,5,2,여름,3338
태국,상용,2018,5,2,여름,2438
태국,공용,2018,5,2,여름,1670
태국,기타,2018,5,2,여름,1690
중국,관광,2018,6,2,여름,9309
중국,상용,2018,6,2,여름,7050
중국,공용,2018,6,2,여름,4666
중국,기타,2018,6,2,여름,4731
일본,관광,2018,6,2,여름,6254
일본,상용,2018,6,2,여름,4662
일본,공용,2018,6,2,여름,3179
일본,기타,2018,6,2,여름,3146
미국,관광,2018,6,2,여름,4618
미국,상용,2018,6,2,여름,3472
미국,공용,2018,6,2,여름,2357
미국,기타,2018,6,2,여름,2383
베트남,관광,2018,6,2,여름,3053
베트남,상용,2018,6,2,여름,2296
베트남,공용,2018,6,2,여름,1552
베트남,기타,2018,6,2,여름,1516
태국,관광,2018,6,2,여름,3097
태국,상용,2018,6,2,여름,2404
태국,공용,2018,6,2,여름,1603
태국,기타,2018,6,2,여름,1544
중국,관광,2018,7,3,가을,9884
중국,상용,2018,7,3,가을,7358
중국,공용,2018,7,3,가을,4946
중국,기타,2018,7,3,가을,4817
일본,관광,2018,7,3,가을,6528
일본,상용,2018,7,3,가을,4880
일본,공용,2018,7,3,가을,3249
일본,기타,2018,7,3,가을,3419
미국,관광,2018,7,3,가을,4920
미국,상용,2018,7,3,가을,3574
미국,공용,2018,7,3,가을,2497
미국,기타,2018,7,3,가을,2580
베트남,관광,2018,7,3,가을,3333
베트남,상용,2018,7,3,가을,2477
베트남,공용,2018,7,3,가을,1645
베트남,기타,2018,7,3,가을,1675
태국,관광,2018,7,3,가을,3271
태국,상용,2018,7,3,가을,2474
태국,공용,2018,7,3,가을,1606
태국,기타,2018,7,3,가을,1611
중국,관광,2018,8,3,가을,11450
중국,상용,2018,8,3,가을,8549
중국,공용,2018,8,3,가을,5688
중국,기타,2018,8,3,가을,5691
일본,관광,2018,8,3,가을,7503
일본,상용,2018,8,3,가을,5731
일본,공용,2018,8,3,가을,3701
일본,기타,2018,8,3,가을,3711
미국,관광,2018,8,3,가을,5698
미국,상용,2018,8,3,가을,4286
미국,공용,2018,8,3,가을,2836
미국,기타,2018,8,3,가을,2876
베트남,관광,2018,8,3,가을,3699
베트남,상용,2018,8,3,가을,2812
베트남,공용,2018,8,3,가을,1916
베트남,기타,2018,8,3,가을,1941
태국,관광,2018,8,3,가을,3754
태국,상용,2018,8,3,가을,2787
태국,공용,2018,8,3,가을,1921
태국,기타,2018,8,3,가을,1813
중국,관광,2018,9,3,가을,10416
중국,상용,2018,9,3,가을,7761
중국,공용,2018,9,3,가을,5121
중국,기타,2018,9,3,가을,5182
일본,관광,2018,9,3,가을,6868
일본,상용,2018,9,3,가을,5194
일본,공용,2018,9,3,가을,3431
일본,기타,2018,9,3,가을,3368
미국,관광,2018,9,3,가을,5128
미국,상용,2018,9,3,가을,3878
미국,공용,2018,9,3,가을,2594
미국,기타,2018,9,3,가을,2522
베트남,관광,2018,9,3,가을,3493
베트남,상용,2018,9,3,가을,2566
베트남,공용,2018,9,3,가을,1692
베트남,기타,2018,9,3,가을,1695
태국,관광,2018,9,3,가을,3426
태국,상용,2018,9,3,가을,2619
태국,공용,2018,9,3,가을,1680
태국,기타,2018,9,3,가을,1713
중국,관광,2018,10,4,겨울,11898
중국,상용,2018,10,4,겨울,8951
중국,공용,2018,10,4,겨울,5948
중국,기타,2018,10,4,겨울,5886
일본,관광,2018,10,4,겨울,7947
일본,상용,2018,10,4,겨울,5874
일본,공용,2018,10,4,겨울,3956
일본,기타,2018,10,4,겨울,4064
미국,관광,2018,10,4,겨울,5912
미국,상용,2018,10,4,겨울,4529
미국,공용,2018,10,4,겨울,2988
미국,기타,2018,10,4,겨울,3026
베트남,관광,2018,10,4,겨울,4042
베트남,상용,2018,10,4,겨울,2954
베트남,공용,2018,10,4,겨울,2002
베트남,기타,2018,10,4,겨울,2038
태국,관광,2018,10,4,겨울,3931
태국,상용,2018,10,4,겨울,2961
태국,공용,2018,10,4,겨울,1968
태국,기타,2018,10,4,겨울,1970
중국,관광,2018,11,4,겨울,9928
중국,상용,2018,11,4,겨울,7301
중국,공용,2018,11,4,겨울,4916
중국,기타,2018,11,4,겨울,5037
일본,관광,2018,11,4,겨울,6452
일본,상용,2018,11,4,겨울,4887
일본,공용,2018,11,4,겨울,3307
일본,기타,2018,11,4,겨울,3224
미국,관광,2018,11,4,겨울,4961
미국,상용,2018,11,4,겨울,3698
미국,공용,2018,11,4,겨울,2490
미국,기타,2018,11,4,겨울,2491
베트남,관광,2018,11,4,겨울,3263
베트남,상용,2018,11,4,겨울,2520
베트남,공용,2018,11,4,겨울,1635
베트남,기타,2018,11,4,겨울,1657
태국,관광,2018,11,4,겨울,3276
태국,상용,2018,11,4,겨울,2487
태국,공용,2018,11,4,겨울,1666
태국,기타,2018,11,4,겨울,1582
중국,관광,2018,12,4,겨울,10308
중국,상용,2018,12,4,겨울,7896
중국,공용,2018,12,4,겨울,5263
중국,기타,2018,12,4,겨울,5178
일본,관광,2018,12,4,겨울,6848
일본,상용,2018,12,4,겨울,5216
일본,공용,2018,12,4,겨울,3400
일본,기타,2018,12,4,겨울,3516
미국,관광,2018,12,4,겨울,5275
미국,상용,2018,12,4,겨울,4033
미국,공용,2018,12,4,겨울,2623
미국,기타,2018,12,4,겨울,2618
베트남,관광,2018,12,4,겨울,3406
베트남,상용,2018,12,4,겨울,2603
베트남,공용,2018,12,4,겨울,1762
베트남,기타,2018,12,4,겨울,1674
태국,관광,2018,12,4,겨울,3465
태국,상용,2018,12,4,겨울,2686
태국,공용,2018,12,4,겨울,1776
태국,기타,2018,12,4,겨울,1716
중국,관광,2019,1,1,봄,8052
중국,상용,2019,1,1,봄,6138
중국,공용,2019,1,1,봄,4187
중국,기타,2019,1,1,봄,4112
일본,관광,2019,1,1,봄,5447
일본,상용,2019,1,1,봄,4065
일본,공용,2019,1,1,봄,2723
일본,기타,2019,1,1,봄,2669
미국,관광,2019,1,1,봄,4123
미국,상용,2019,1,1,봄,3009
미국,공용,2019,1,1,봄,2062
미국,기타,2019,1,1,봄,2050
베트남,관광,2019,1,1,봄,2692
베트남,상용,2019,1,1,봄,1995
베트남,공용,2019,1,1,봄,1342
베트남,기타,2019,1,1,봄,1340
태국,관광,2019,1,1,봄,2800
태국,상용,2019,1,1,봄,2005
태국,공용,2019,1,1,봄,1340
태국,기타,2019,1,1,봄,1406
중국,관광,2019,2,1,봄,8564
중국,상용,2019,2,1,봄,6505
중국,공용,2019,2,1,봄,4429
중국,기타,2019,2,1,봄,4435
일본,관광,2019,2,1,봄,5778
일본,상용,2019,2,1,봄,4367
일본,공용,2019,2,1,봄,2863
일본,기타,2019,2,1,봄,2777
미국,관광,2019,2,1,봄,4326
미국,상용,2019,2,1,봄,3241
미국,공용,2019,2,1,봄,2116
미국,기타,2019,2,1,봄,2169
베트남,관광,2019,2,1,봄,2861
베트남,상용,2019,2,1,봄,2082
베트남,공용,2019,2,1,봄,1376
베트남,기타,2019,2,1,봄,1474
태국,관광,2019,2,1,봄,2925
태국,상용,2019,2,1,봄,2164
태국,공용,2019,2,1,봄,1478
태국,기타,2019,2,1,봄,1429
중국,관광,2019,3,1,봄,10753
중국,상용,2019,3,1,봄,8149
중국,공용,2019,3,1,봄,5416
중국,기타,2019,3,1,봄,5456
일본,관광,2019,3,1,봄,7144
일본,상용,2019,3,1,봄,5223
일본,공용,2019,3,1,봄,3689
일본,기타,2019,3,1,봄,3590
미국,관광,2019,3,1,봄,5240
미국,상용,2019,3,1,봄,4064
미국,공용,2019,3,1,봄,2648
미국,기타,2019,3,1,봄,2583
베트남,관광,2019,3,1,봄,3526
베트남,상용,2019,3,1,봄,2779
베트남,공용,2019,3,1,봄,1775
베트남,기타,2019,3,1,봄,1766
태국,관광,2019,3,1,봄,3595
태국,상용,2019,3,1,봄,2559
태국,공용,2019,3,1,봄,1791
태국,기타,2019,3,1,봄,1789
중국,관광,2019,4,2,여름,11135
중국,상용,2019,4,2,여름,8248
중국,공용,2019,4,2,여름,5546
중국,기타,2019,4,2,여름,5594
일본,관광,2019,4,2,여름,7493
일본,상용,2019,4,2,여름,5726
일본,공용,2019,4,2,여름,3645
일본,기타,2019,4,2,여름,3857
미국,관광,2019,4,2,여름,5616
미국,상용,2019,4,2,여름,4101
미국,공용,2019,4,2,여름,2893
미국,기타,2019,4,2,여름,2830
베트남,관광,2019,4,2,여름,3758
베트남,상용,2019,4,2,여름,2843
베트남,공용,2019,4,2,여름,1865
베트남,기타,2019,4,2,여름,1823
태국,관광,2019,4,2,여름,3704
태국,상용,2019,4,2,여름,2745
태국,공용,2019,4,2,여름,1813
태국,기타,2019,4,2,여름,1837
중국,관광,2019,5,2,여름,10127
중국,상용,2019,5,2,여름,7777
중국,공용,2019,5,2,여름,5123
중국,기타,2019,5,2,여름,5078
일본,관광,2019,5,2,여름,6838
일본,상용,2019,5,2,여름,5054
일본,공용,2019,5,2,여름,3313
일본,기타,2019,5,2,여름,3401
미국,관광,2019,5,2,여름,5045
미국,상용,2019,5,2,여름,3795
미국,공용,2019,5,2,여름,2527
미국,기타,2019,5,2,여름,2625
베트남,관광,2019,5,2,여름,3393
베트남,상용,2019,5,2,여름,2618
베트남,공용,2019,5,2,여름,1788
베트남,기타,2019,5,2,여름,1681
태국,관광,2019,5,2,여름,3408
태국,상용,2019,5,2,여름,2540
태국,공용,2019,5,2,여름,1728
태국,기타,2019,5,2,여름,1781
중국,관광,2019,6,2,여름,9609
중국,상용,2019,6,2,여름,7037
중국,공용,2019,6,2,여름,4748
중국,기타,2019,6,2,여름,4891
일본,관광,2019,6,2,여름,6401
일본,상용,2019,6,2,여름,4785
일본,공용,2019,6,2,여름,3145
일본,기타,2019,6,2,여름,3183
미국,관광,2019,6,2,여름,4793
미국,상용,2019,6,2,여름,3728
미국,공용,2019,6,2,여름,2402
미국,기타,2019,6,2,여름,2410
베트남,관광,2019,6,2,여름,3222
베트남,상용,2019,6,2,여름,2527
베트남,공용,2019,6,2,여름,1622
베트남,기타,2019,6,2,여름,1577
태국,관광,2019,6,2,여름,3177
태국,상용,2019,6,2,여름,2366
태국,공용,2019,6,2,여름,1627
태국,기타,2019,6,2,여름,1601
중국,관광,2019,7,3,가을,10219
중국,상용,2019,7,3,가을,7484
중국,공용,2019,7,3,가을,5174
중국,기타,2019,7,3,가을,5178
일본,관광,2019,7,3,가을,6687
일본,상용,2019,7,3,가을,5058
일본,공용,2019,7,3,가을,3453
일본,기타,2019,7,3,가을,3399
미국,관광,2019,7,3,가을,5082
미국,상용,2019,7,3,가을,3747
미국,공용,2019,7,3,가을,2442
미국,기타,2019,7,3,가을,2501
베트남,관광,2019,7,3,가을,3376
베트남,상용,2019,7,3,가을,2607
베트남,공용,2019,7,3,가을,1704
베트남,기타,2019,7,3,가을,1718
태국,관광,2019,7,3,가을,3425
태국,상용,2019,7,3,가을,2441
태국,공용,2019,7,3,가을,1706
태국,기타,2019,7,3,가을,1639
중국,관광,2019,8,3,가을,11632
중국,상용,2019,8,3,가을,8747
중국,공용,2019,8,3,가을,5775
중국,기타,2019,8,3,가을,5938
일본,관광,2019,8,3,가을,7818
일본,상용,2019,8,3,가을,5912
일본,공용,2019,8,3,가을,3864
일본,기타,2019,8,3,가을,3924
미국,관광,2019,8,3,가을,5812
미국,상용,2019,8,3,가을,4313
미국,공용,2019,8,3,가을,2916
미국,기타,2019,8,3,가을,3006
베트남,관광,2019,8,3,가을,3917
베트남,상용,2019,8,3,가을,2961
베트남,공용,2019,8,3,가을,1893
베트남,기타,2019,8,3,가을,1974
태국,관광,2019,8,3,가을,3845
태국,상용,2019,8,3,가을,3043
태국,공용,2019,8,3,가을,2008
태국,기타,2019,8,3,가을,1992
중국,관광,2019,9,3,가을,10818
중국,상용,2019,9,3,가을,8057
중국,공용,2019,9,3,가을,5302
중국,기타,2019,9,3,가을,5357
일본,관광,2019,9,3,가을,7106
일본,상용,2019,9,3,가을,5326
일본,공용,2019,9,3,가을,3661
일본,기타,2019,9,3,가을,3550
미국,관광,2019,9,3,가을,5381
미국,상용,2019,9,3,가을,4136
미국,공용,2019,9,3,가을,2795
미국,기타,2019,9,3,가을,2693
베트남,관광,2019,9,3,가을,3657
베트남,상용,2019,9,3,가을,2703
베트남,공용,2019,9,3,가을,1735
베트남,기타,2019,9,3,가을,1842
태국,관광,2019,9,3,가을,3492
태국,상용,2019,9,3,가을,2692
태국,공용,2019,9,3,가을,1756
태국,기타,2019,9,3,가을,1775
중국,관광,2019,10,4,겨울,12116
중국,상용,2019,10,4,겨울,9184
중국,공용,2019,10,4,겨울,6256
중국,기타,2019,10,4,겨울,6174
일본,관광,2019,10,4,겨울,8074
일본,상용,2019,10,4,겨울,6163
일본,공용,2019,10,4,겨울,4069
일본,기타,2019,10,4,겨울,4137
미국,관광,2019,10,4,겨울,6192
미국,상용,2019,10,4,겨울,4620
미국,공용,2019,10,4,겨울,3022
미국,기타,2019,10,4,겨울,2983
베트남,관광,2019,10,4,겨울,4022
베트남,상용,2019,10,4,겨울,3148
베트남,공용,2019,10,4,겨울,2070
베트남,기타,2019,10,4,겨울,1970
태국,관광,2019,10,4,겨울,4092
태국,상용,2019,10,4,겨울,3103
태국,공용,2019,10,4,겨울,2066
태국,기타,2019,10,4,겨울,2091
중국,관광,2019,11,4,겨울,10240
중국,상용,2019,11,4,겨울,7695
중국,공용,2019,11,4,겨울,5095
중국,기타,2019,11,4,겨울,5091
일본,관광,2019,11,4,겨울,6799
일본,상용,2019,11,4,겨울,5168
일본,공용,2019,11,4,겨울,3351
일본,기타,2019,11,4,겨울,3462
미국,관광,2019,11,4,겨울,5105
미국,상용,2019,11,4,겨울,3799
미국,공용,2019,11,4,겨울,2511
미국,기타,2019,11,4,겨울,2597
베트남,관광,2019,11,4,겨울,3360
베트남,상용,2019,11,4,겨울,2527
베트남,공용,2019,11,4,겨울,1694
베트남,기타,2019,11,4,겨울,1725
태국,관광,2019,11,4,겨울,3476
태국,상용,2019,11,4,겨울,2484
태국,공용,2019,11,4,겨울,1739
태국,기타,2019,11,4,겨울,1680
중국,관광,2019,12,4,겨울,10704
중국,상용,2019,12,4,겨울,8066
중국,공용,2019,12,4,겨울,5518
중국,기타,2019,12,4,겨울,5565
일본,관광,2019,12,4,겨울,7135
일본,상용,2019,12,4,겨울,5344
일본,공용,2019,12,4,겨울,3559
일본,기타,2019,12,4,겨울,3612
미국,관광,2019,12,4,겨울,5435
미국,상용,2019,12,4,겨울,4036
미국,공용,2019,12,4,겨울,2658
미국,기타,2019,12,4,겨울,2649
